bin,2010-12-28,2010-12-29,2010-12-30,2010-12-31,2011-01-01,2011-01-02,2011-01-03,2011-01-04,2011-01-05,2011-01-06,2011-01-07,2011-01-08,2011-01-09,2011-01-10,2011-01-11,2011-01-12,2011-01-13,2011-01-14,2011-01-15,2011-01-16,2011-01-17,2011-01-18,2011-01-19,2011-01-20,2011-01-21,2011-01-22,2011-01-23,2011-01-24,2011-01-25,2011-01-26,2011-01-27,2011-01-28,2011-01-29,2011-01-30
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0.005555555555555762,0.005555555555557129,0.00555555555555685,0.005555555555556126,0.005555555555555908,0.0055555555555558064,0.005555555555555888,0.005555555555555703,0.005555555555555699,0.005555555555556052,0.005555555555555879,0.005555555555555805,0.0055555555555557926,0.005555555555555783,0.005555555555556922,0.005555555555556529,0.005555555555556278,0.005555555555556098,0.005555555555555601,0.005555555555555563,0.005555555555555563,0.005555555555555563,0.005555555555555562,0.005555555555555558,0.0055555555555555575,0.0055555555555555575,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556
138,0.011111111049313796,0.011111110957428103,0.011111110959932217,0.011111110976376223,0.011111110995219279,0.011111110998612582,0.011111110987822108,0.011111111017858697,0.011111111010366851,0.011111110920960478,0.011111110970672468,0.011111110960407032,0.01111111096190631,0.01111111095163454,0.011111110783243831,0.011111110808733764,0.011111110825106912,0.011111110852560417,0.011111110982315785,0.011111111046070208,0.011111111043458759,0.01111111104304315,0.011111111038561817,0.01111111104495828,0.01111111105785894,0.011111111051966722,0.011111111098837908,0.011111111091467899,0.011111111091109457,0.011111111094538105,0.011111111080827341,0.011111111099649457,0.005555555555555614,0.0055555555555556
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0.016664181349862275,0.016664448097222877,0.016664418263940266,0.01666374722256741,0.016663932412210838,0.01666374693755979,0.016664161804740018,0.016664244716955802,0.01666415674083931,0.01666391874047216,0.016664634865861432,0.016664039645470516,0.016664234387611644,0.016664152214588012,0.016664476017977263,0.016664493385586305,0.016664506533759622,0.016664818148776864,0.016664158457782564,0.016664147000452555,0.016664224614978445,0.01666467251714453,0.016664553934627496,0.016664245333681115,0.016664324733684167,0.01666421102586861,0.016664062572338413,0.016664208234487717,0.016664324288324782,0.01666413136235049,0.016663581586604834,0.016663799246719676,0.016663974740236714,0.016664568220633457
150,0.022220903720811844,0.022221096528817243,0.022221074740307954,0.02222070075020508,0.022220787792685156,0.02222068098959308,0.022220910981324338,0.02222093948682809,0.022220893459105516,0.022220797130038692,0.022221167179666074,0.02222084684759954,0.02222095109963566,0.02222090892555348,0.022221114503420524,0.02222111922039826,0.022221123007788512,0.02222128289602589,0.022220898888329944,0.022220859004785945,0.02222090420607212,0.022221153877776945,0.02222109047384137,0.022220914360271214,0.02222094883556971,0.022220889693668113,0.02222072427872005,0.022220834471548365,0.02222090310790641,0.02222078075825259,0.0222204934045217,0.022220563024168177,0.022220676588477917,0.022221021305072294
151,0.016666678061678455,0.016666682478946256,0.01666668013927492,0.016666678327831714,0.016666675242907634,0.016666673906978763,0.016666672881115112,0.016666670889989632,0.016666670478733124,0.016666672000993747,0.01666667001229417,0.016666669923169022,0.016666669378247578,0.016666669126388173,0.016666670321498427,0.01666666960515716,0.016666669061338974,0.016666668461879752,0.016666667503175813,0.016666667052630486,0.01666666700060693,0.016666666928986922,0.016666666899251153,0.016666666843703132,0.016666666784488398,0.016666666775952948,0.01666666668349612,0.016666666689502323,0.011111111130243649,0.011111111123768964,0.011111111131102896,0.011111111116442989,0.011111111116348143,0.011111111114789657
152,0.03333226566871567,0.03333223639799518,0.0333322265828444,0.033331969832380376,0.033332071455955806,0.033332003496607816,0.03333215361546246,0.033332230591703815,0.03333218410327286,0.033331976778585515,0.03333233058860048,0.03333207005805885,0.03333215284329985,0.033332107333299124,0.03333212672493713,0.027776700539627212,0.02777671401864598,0.02777686100350571,0.027776683358029748,0.027776768053953616,0.027776790668134026,0.02777695078866259,0.02777690095945259,0.027776800722413914,0.027776853723601412,0.027776802032879074,0.02222185366386121,0.022221844840408712,0.02222185894238955,0.022221844912180128,0.022221733278838463,0.0222218264860101,0.022221838174884052,0.022221918617720195
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,0.011111169106511328,0.011111174999616991,0.011111165806430604,0.01111116299214517,0.011111150170485877,0.011111144854124597,0.011111138420229818,0.011111130769302697,0.011111128687248187,0.01111113286324815,0.011111124679957752,0.005555569189301062,0.005555566708482243,0.005555565592460784,0.005555567899448647,0.0055555656446844735,0.005555563881466292,0.0055555617964418,0.016674859435324194,0.016673768749188654,0.016672407116290235,0.016670656628054486,0.0166702280098299,0.01667008628763493,0.016669394725459828,0.01666906675130738,0.01666853401487716,0.01666817409912867,0.016667847090555396,0.01666767669855105,0.016667747215206554,0.016667362727753314,0.016667215677124772,0.016667015490447124
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,0.011111111268266662,0.011111111445066725,0.011111111393159864,0.011111111317266952,0.011111111256319212,0.011111111228598942,0.01111111122350838,0.01111111117979937,0.011111111174207865,0.011111111221876718,0.011111111181281726,0.01111111117552128,0.011111111166527503,0.011111111162123679,0.011111111218585615,0.011111111194936308,0.011111111177857399,0.011111111161161834,0.011111111126280552,0.01111111111642633,0.011111111115848418,0.011111111115036336,0.011111111114581126,0.011111111113497706,0.011111111112578613,0.011111111112503989,0.011111111111216912,0.011111111111291165,0.011111111111266468,0.011111111111202979,0.011111111111283057,0.011111111111142326,0.011111111111144845,0.01111111111113586
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,0.0888830980847265,0.08888366432083483,0.08888359237537076,0.0888820374152905,0.08888247503694481,0.08888204434662574,0.08888299960382336,0.0888832085934807,0.08888299845100325,0.08888239504768333,0.10556122293918617,0.10556094224051109,0.10555900160655894,0.10555785323941301,0.10555660927608841,0.10555584651403978,0.10555518890411467,0.10555481354752148,0.10555380710502965,0.10555314680245202,0.10555282748640066,0.10555309241609555,0.10555269821286063,0.1055520052742805,0.1055518970946218,0.10555156335613033,0.10555098812806063,0.10555119940917919,0.10555133104971069,0.10555089551605044,0.10554985102222675,0.10555014606743643,0.10555045245939527,0.10555155640239464
175,0.005555555556851035,0.005555555559697048,0.005555555559023959,0.00555555555771152,0.005555555557012553,0.0055555555566873605,0.005555555556756958,0.005555555556218707,0.00555555555617505,0.0055555555569070355,0.0055555555564199876,0.005555555556305651,0.005555555556221473,0.005555555556177238,0.005555555557385833,0.005555555556942143,0.005555555556635369,0.005555555556365466,0.005555555555718108,0.0111153565509482,0.011114538605364996,0.011113488422001544,0.011113233536411403,0.011113157839585481,0.011112749450209413,0.011112551344080434,0.011112264767255048,0.011112033885960384,0.01111183295424257,0.011111731695804854,0.0222339801570955,0.022231288940812912,0.022228957019243545,0.022226339487251136
176,0.02222902570398117,0.022226923901569502,0.02222592970508202,0.022225859858049625,0.022224592516627634,0.022223851206732294,0.022223041570153073,0.02222239579483536,0.022221973471967915,0.022221778321523524,0.02222159914722646,0.02222105080297255,0.0222209326980542,0.022220707565684433,0.022220989810007797,0.022220843359041155,0.02222072175260195,0.022220866882482967,0.022220037543818773,0.02221981641411546,0.022219851700841873,0.02222027835070736,0.022220130479543538,0.022219758419704652,0.02221978913986514,0.02221965911009365,0.022219270841942904,0.022219489970650146,0.022219618685090113,0.02221936631619598,0.022218797778096416,0.02221891929035176,0.022219144155923846,0.022219829112751707
177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,0.011111111111111353,0.011111111111113054,0.011111111111112707,0.0111111111111118,0.011111111111111535,0.011111111111111412,0.011111111111111514,0.011111111111111288,0.011111111111111283,0.011111111111111722,0.01111111111111151,0.011111111111111417,0.011111111111111403,0.011111111111111393,0.01111111111111287,0.011111111111112359,0.011111111111112036,0.011111111111111805,0.011111111111111167,0.01111111111111112,0.01111111111111112,0.011111111111111118,0.011111111111111118,0.011111111111111115,0.011111111111111113,0.011111111111111113,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.011111111111111112
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,0.01111111111111828,0.011111111111152287,0.01111111111114518,0.011111111111127897,0.011111111111121801,0.011111111111118944,0.011111111111120762,0.011111111111115715,0.011111111111115518,0.011111111111124238,0.011111111111119624,0.011111111111117926,0.01111111111111744,0.01111111111111714,0.011111111111139795,0.011111111111131953,0.011111111111126833,0.011111111111122908,0.011111111111112421,0.011111111111111353,0.011111111111111342,0.011111111111111328,0.011111111111111302,0.011111111111111216,0.011111111111111164,0.011111111111111164,0.011111111111111112,0.011111111111111113,0.011111111111111113,0.011111111111111113,0.011111111111111115,0.011111111111111112,0.011111111111111112,0.011111111111111112
197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,0.061109608768009735,0.05555405772360756,0.05555403145016582,0.055553580239382505,0.055553701880652964,0.05555357396144771,0.05555384615223073,0.055553906034430646,0.05555384283619378,0.05555365801374994,0.055554150818832616,0.05555374549415952,0.0555538757291067,0.055553816319738526,0.055553995839338594,0.05555401150066398,0.05555402277430895,0.05555424012308168,0.05555382522120769,0.0555538367958038,0.05555388814219019,0.05555418979561287,0.06111338552994277,0.061113114166332874,0.06111249458602905,0.06111207325228063,0.06111166902658785,0.0611112818176544,0.061110981002939005,0.06111069073847422,0.06111040021671124,0.06111014876357838,0.06111007855153447,0.061110212739761235
199,0.005555555555555584,0.005555555555555825,0.005555555555555776,0.005555555555555645,0.011115663608736368,0.011115243897729438,0.011114058223571782,0.011113512402704933,0.011113214584067097,0.011113109247206047,0.011112343048758307,0.011112436615452253,0.011112154807449346,0.011112034421587133,0.011111866705241816,0.011111750959035285,0.011111653616315184,0.011111517639366126,0.011111506045376524,0.011111402705580304,0.011111350932330712,0.011111283090477318,0.01111126436811487,0.01111124982719795,0.011111216791254416,0.011111205358022359,0.011111159649503254,0.011111155839708968,0.011111146749329092,0.011111139673852572,0.01111114486414849,0.011111128479278493,0.011111125601095576,0.011111120558875668
200,0.03332937279231697,0.03332964063307717,0.03332959615313444,0.0333285592324538,0.03332887858021152,0.03332859573594338,0.03332922658657449,0.033329403911982136,0.033329254089335,0.033328761704596546,0.03332995346859627,0.033328998375342686,0.033329308208404386,0.03332916625771286,0.033329562387531805,0.03332960466801129,0.03332963555589815,0.03333016127831465,0.0333292144207308,0.03332931349316455,0.03332942594591613,0.03333011483310057,0.03332992257208039,0.03332946134567139,0.03332961654578326,0.03332942684806033,0.0333294483678179,0.03332959097439028,0.033329758449799386,0.03332950369366733,0.03332859906886079,0.03332908180500306,0.033329309409377485,0.03333018574703849
201,0.005555555555558064,0.005555555555570484,0.005555555555567898,0.005555555555561552,0.00555555555555936,0.005555555555558334,0.00555555555555901,0.005555555555557189,0.0055555555555571205,0.005555555555560308,0.00555555555555864,0.005555555555558013,0.005555555555557844,0.005555555555557738,0.005555555555566246,0.005555555555563303,0.005555555555561389,0.0055555555555599325,0.005555555555556025,0.00555555555555564,0.005555555555555636,0.005555555555555632,0.0055555555555556226,0.005555555555555592,0.005555555555555574,0.005555555555555574,0.005555555555555556,0.005555555555555557,0.005555555555555557,0.005555555555555556,0.005555555555555557,0.005555555555555556,0.005555555555555556,0.005555555555555556
202,0.011111117791932155,0.01111112009465885,0.011111118728424707,0.011111117738503856,0.011111115959477592,0.011111115180885384,0.011111114537667726,0.011111113428841407,0.011111113168528116,0.011111113875422721,0.011111112802878055,0.01111111273142045,0.011111112412812632,0.011111112244493898,0.01111111262412998,0.011111112255631942,0.011111111970188967,0.011111111675177107,0.011111111349833804,0.011111111206271318,0.011111111170199505,0.0111111111283262,0.011111111101544146,0.011111111079739545,0.011111111069862869,0.011111111052798458,0.011111111092629796,0.011111111080577402,0.01111111107769988,0.011111111080791209,0.011111111055686717,0.01111111108712898,0.011111111083012304,0.011111111086784507
203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
