bin,2010-12-28,2010-12-29,2010-12-30,2010-12-31,2011-01-01,2011-01-02,2011-01-03,2011-01-04,2011-01-05,2011-01-06,2011-01-07,2011-01-08,2011-01-09,2011-01-10,2011-01-11,2011-01-12,2011-01-13,2011-01-14,2011-01-15,2011-01-16,2011-01-17,2011-01-18,2011-01-19,2011-01-20,2011-01-21,2011-01-22,2011-01-23,2011-01-24,2011-01-25,2011-01-26,2011-01-27,2011-01-28,2011-01-29,2011-01-30
494,0.03333268728593522,0.03333271471237605,0.033332640561305096,0.03333235944435366,0.0333323643153654,0.03333225342417709,0.03333236647671798,0.033332376095899084,0.03333231629867821,0.033332172277275425,0.03333245733667419,0.03333219415429513,0.04445126426277291,0.04445030953600402,0.04444854042262953,0.04444783228312914,0.04444722129811121,0.04444642993441182,0.044446572118033455,0.04444603835100088,0.04444560545662526,0.0444451567829841,0.04444496336440039,0.04444479214670122,0.04444457600295257,0.03888875470882933,0.03888853838072792,0.038888476210199543,0.03888841750333998,0.03888830825890218,0.03888811772802035,0.03888812756339027,0.038888134023891074,0.03888827407171052
495,0.01666700513293686,0.01666700183587947,0.016666954237502526,0.016666951218401633,0.016666883220740624,0.016666855743446788,0.01666681559394475,0.016666776755312,0.01666676466355202,0.016666781256086047,0.016666737966228366,0.016666739365592206,0.016666725650384063,0.01666671955163401,0.01666672625174203,0.01666671573633786,0.016666707393119436,0.016666697187538746,0.016666686663884992,0.016666678140825234,0.016666676362939125,0.016666673967172526,0.016666673154022486,0.01666667201723315,0.01666667045757008,0.016666670118836862,0.016666667597333117,0.01666666772186302,0.016666667530208654,0.016666667291044844,0.016666667528327676,0.0166666669783873,0.016666666950407815,0.016666666859115803
496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,0.0055555555647835465,0.0055555555798219676,0.00555555557596025,0.005555555569260973,0.005555555565002852,0.005555555563038636,0.005555555563113469,0.005555555559935477,0.005555555559614376,0.005555555563536173,0.005555555560636715,0.0055555555600847895,0.005555555559516644,0.005555555559228725,0.005555555564770409,0.005555555562634415,0.005555555561127162,0.005555555559734037,0.0055555555565769315,0.005555555555867428,0.005555555555837673,0.005555555555795631,0.005555555555767476,0.005555555555694105,0.005555555555637443,0.005555555555634179,0.00555555555555975,0.005555555555563549,0.005555555555562555,0.005555555555559469,0.005555555555563529,0.00555555555555675,0.00555555555555691,0.005555555555556571
508,0.022230681871915646,0.02222827322693633,0.0222274011260683,0.022227981767573544,0.02222669149155775,0.022226193024478362,0.02222505040897615,0.02222443720494103,0.022224117579642093,0.022224033734884775,0.022223293594493206,0.022223307615742423,0.022223029833405326,0.022222886760238477,0.02222275576017977,0.02222262185249565,0.022222509780269194,0.02222239790523768,0.022222306811132603,0.02222221768069771,0.022222171864705105,0.022222149248506032,0.022222114554037116,0.022222070098055272,0.022222053731182995,0.022222026416755688,0.022222034880259575,0.022222024570087776,0.02222202495124314,0.022222010532606584,0.022221942889853918,0.022221991280453872,0.022221994931840277,0.022222040390769995
509,0.033333191743085494,0.03333316995196946,0.0333331689473662,0.03333313906752343,0.01666666633973168,0.016666666278792947,0.01666666621769802,0.016666666265691764,0.016666666206559305,0.016666665863758777,0.016666666043856092,0.016666665945074224,0.016666665940067715,0.01666666587446064,0.01666666528488574,0.016666665342018726,0.01666666537503942,0.016666665489570666,0.022226318091620102,0.02222577313663629,0.022225092475080064,0.022224217366597188,0.016668447914089744,0.016668377144907633,0.016668031340383728,0.016667867464976564,0.01666760064883939,0.016667420806115246,0.016667257313494575,0.016667172089441597,0.016667207597304726,0.016667015043787578,0.01666694155135432,0.016666841395898177
510,0.038886060723846844,0.03888633014037095,0.03333097330354535,0.03333029526507478,0.03333049346143305,0.027774146356456024,0.027774645597311798,0.027774765706383694,0.027774653489299035,0.02777431478018581,0.0277752174681036,0.027774481608002808,0.027774721309898172,0.027774615617161408,0.027774963663288743,0.033334277936766486,0.03333382762750319,0.0333334555012948,0.03889258663436731,0.03889165044731623,0.0388906636773029,0.038889786822398194,0.03888930996894166,0.03888883980967344,0.038888380533557025,0.03888799280762103,0.03888740568103774,0.03888729129880763,0.03888716851101911,0.03888682300889498,0.03888625332908606,0.03888621774844083,0.03888629760992735,0.03888680695414167
511,0.049997486691868515,0.0388860614193648,0.038886021870072604,0.038885140915030696,0.038885372872952774,0.038885127299588734,0.03888567682954304,0.038885768490831,0.038885657740529725,0.03888538605303046,0.04444541536452868,0.04444503933241027,0.04444448630276838,0.044444068707437945,0.04444385237288191,0.04444360169405929,0.044443385549566984,0.04444339836453222,0.04444270828471403,0.0444424314365172,0.04444236753575234,0.04444268251516772,0.04444249557647541,0.050002080720251765,0.05000127291629108,0.05000069778476193,0.06112085937568978,0.06111788429374731,0.061115839567559144,0.06111471241838897,0.061114177150515855,0.061112488680132804,0.06111156680601809,0.06111089373349654
512,0.06666474422341039,0.06666490822276543,0.061109421115168705,0.06110891821095904,0.061109052306894014,0.06110890981626318,0.0611092106511049,0.06110927753480516,0.06110920660059899,0.06110900004186824,0.06110954790888081,0.04999753887312949,0.04999771610448116,0.05555737663203735,0.05555649103208346,0.055556101774046504,0.05555576306891344,0.06111378340931055,0.06111408596428761,0.061113284595392676,0.06111251345089976,0.06111182715503098,0.061111450627114663,0.06111107170845213,0.061110705635623624,0.06111040324228323,0.06110990416508982,0.06667007717723393,0.06666893874838853,0.06666828803278664,0.06666786427752645,0.06666701583326014,0.06666650605708155,0.06666621322399724
513,0.033333075077753016,0.033333102808727665,0.03333298954854168,0.033332717958471675,0.033332647154754085,0.03333250503210793,0.0333325884132918,0.033332536096128226,0.03333246969828293,0.03333240839656325,0.03333262005907543,0.03333236493244395,0.03333241965634395,0.033332372057574285,0.03333253632759231,0.03333252274767036,0.03333251158786319,0.03333262309419454,0.03333229755512064,0.027776485162207185,0.02777652557814972,0.027776763889941495,0.02777670090482839,0.02777652505025437,0.027776551832209208,0.044456499687065325,0.055572771742186125,0.05556765364454874,0.055564117383033164,0.05556218206003002,0.05556141004550845,0.055558328286390034,0.055556743497508,0.05555550386627749
514,0.07777811434697017,0.07777778686669161,0.07777752270745347,0.07777715023808637,0.07777693751771134,0.07777666468905022,0.07222241743634002,0.0722222748491693,0.07222217077918153,0.05000033341338942,0.050000173530787846,0.050000146242144175,0.06111877239812154,0.061117811782372085,0.061115943624355455,0.061115201493655937,0.061114562641484724,0.06111366031176141,0.05555837206153767,0.055557806605708415,0.055557345778502625,0.05555677907888266,0.05555660996673877,0.05555650590948818,0.055556261598324115,0.055556139376061055,0.05555591405183526,0.055555825062542606,0.05555573444006915,0.055555670282148986,0.0555556427132586,0.05555556421765685,0.05555552898747829,0.05555551001883154
515,0.0388871350282991,0.03888711229118204,0.0388870955715214,0.038886667654358636,0.03888683073535686,0.038886717014401516,0.03888696868671397,0.038887087850635195,0.03888701297952946,0.03888669144848022,0.038887264538094636,0.03888683703141188,0.03888697331051858,0.03888690039885833,0.03888695682985221,0.03888699023669385,0.03888701383422352,0.03888727307141866,0.03888695705748173,0.03888710486221694,0.0388871449915772,0.03888742829707595,0.038887340303348165,0.03888716272050656,0.03888725593248656,0.038887164728059205,0.038887379421242665,0.03888737423866023,0.038887434535432204,0.038887362853515975,0.03888694181102207,0.03888725779225435,0.03888731913168129,0.038887652305423216
516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,0.022222254789165688,0.022222265837031036,0.022222259410813735,0.022222254867322027,0.022222246317747132,0.022222242636542242,0.022222239586396374,0.0222222341277721,0.02222223295274736,0.022222236956707875,0.022222231455813656,0.022222231253872533,0.022222229722107304,0.02222222901719013,0.022222232029324187,0.022222230127141644,0.022222228676680864,0.02222222706087549,0.022222224559087313,0.022222223325453122,0.02222222317439524,0.022222222966870663,0.02222222288262502,0.022222222729166203,0.02222222256183681,0.022222222536632325,0.022222222273575575,0.022222222290600484,0.022222222279370898,0.022222222260386483,0.022222222281651858,0.022222222238588663,0.02222222223817004,0.02222222223338353
526,0.03333325918491963,0.03333325155889661,0.03333324405992177,0.033333216474437634,0.03333321968553479,0.03333320935556774,0.03333321903794248,0.03333322464718756,0.02222204646064097,0.02222200689250833,0.03333969867941226,0.03334026484012715,0.033338723672264245,0.03333806243296189,0.0333368385366157,0.03333630520167408,0.03333584815202168,0.0333352004540799,0.033335351206708115,0.03333491864601608,0.03333460770732395,0.03333421803129586,0.03333410545234325,0.033334032906302415,0.033333859312264756,0.033333780987478884,0.033333592427312785,0.03333354343219537,0.033333483717514045,0.03333343985181471,0.03889478912541196,0.03889345125144036,0.038892301379915235,0.038890993617157615
527,0.02777628153584436,0.027776416212303392,0.027776383221871804,0.027775959446311903,0.027776064362783463,0.027775941047700155,0.027776186927708817,0.02777624105132211,0.02777617866700505,0.02777599914550331,0.027776458763477237,0.02777607680165994,0.02777619701162474,0.027776139355627918,0.02777631139864725,0.02777632355727252,0.027776332292445912,0.027776536834175504,0.027776144760701223,0.02777616944416297,0.027776215341892962,0.02777649367502177,0.027776416703786784,0.02777622805645,0.027776286590697096,0.027776211411581708,0.0277761849649951,0.027776255091163028,0.02777632454525763,0.027776215049217592,0.027775856816508685,0.027776030214736024,0.027776129114455473,0.027776489905499177
528,0.1277793257900751,0.12777832988912033,0.12777772407375035,0.12777707495699914,0.12777653805744943,0.11666521846081522,0.11666506016542448,0.11666479806108178,0.11666447961794699,0.1166640598190822,0.11666456864553384,0.11110873040234373,0.10555347722520261,0.10555329365321135,0.10555344886504937,0.09999799890020955,0.09999794357225482,0.09999818520647395,0.09999758875040883,0.09444218975796301,0.09444222259893943,0.09444258821275546,0.09444245846592016,0.0888866034369247,0.08888668713924774,0.08888656172541584,0.08888661872789655,0.0888866824936178,0.088886775097381,0.08888663004493018,0.08888607521060789,0.08888639353119208,0.08333099407543527,0.08333149991909448
529,0.0611090187789363,0.06110925418181821,0.061109221809738774,0.06110864595460827,0.06110879516705721,0.06110863185870986,0.06110898289695762,0.06110904836563146,0.06110897142095933,0.061108766870262135,0.06110937595448678,0.06666877111533545,0.06666800591455302,0.06666755327572235,0.06666704581932445,0.06666675240639294,0.06666649866731114,0.06666635669643914,0.06666596757070428,0.06666570121790773,0.06666557490319998,0.05555602027223715,0.05555594933735368,0.04444486194806061,0.04444476048540065,0.04444471276400719,0.044444613124877984,0.0444445792572767,0.04444454203342947,0.04444451710994006,0.04444451429383993,0.04444447575896325,0.04444446105189175,0.04444444782538568
530,0.04444281687768179,0.044442938847284355,0.044442920468643926,0.044442493037000215,0.044442622405015474,0.044442505230514885,0.04444276655681537,0.04444283602955801,0.04444277525080972,0.04444258034982058,0.038888657102916384,0.038888601117579184,0.038888618568637054,0.038888607421762623,0.022222178508594148,0.027781010648377118,0.027780544137224146,0.027779846414885675,0.027780232854933123,0.02777983583397302,0.027779443793751624,0.027778939903475974,0.027778811744839614,0.027778756194880724,0.027778548449168147,0.027778454437763497,0.027778262178021287,0.027778176587846634,0.027778088829917225,0.022222494718689853,0.022222519827933798,0.022222404994985654,0.022222368038686227,0.022222315321756298
531,0.011111111120149125,0.01111111113662742,0.011111111132535349,0.011111111125101544,0.016671219169887223,0.016670799457094973,0.016669613782402826,0.016669067959592884,0.016668770140346522,0.02222782625156743,0.02222556437069755,0.022225717342177397,0.022224842100223248,0.022224418093736167,0.02778199995769306,0.027781198238912924,0.04445466243483784,0.0444517113418235,0.04445249654752986,0.04445050720946971,0.04444870932305416,0.04444695482922487,0.044446135546444096,0.044445366869167224,0.04444447481369296,0.04444383180824924,0.044442663142030915,0.04444247235195889,0.044442227579710405,0.04444167552111143,0.044440893499865394,0.044440713477227424,0.04444080998454948,0.04444150874254453
532,0.01666666623323665,0.016666665751742308,0.01666666576275464,0.016666665811579814,0.016666665921350247,0.016666665932218806,0.016666665892856047,0.016666666058011044,0.016666666013565614,0.01666666553714072,0.016666665832383964,0.016666665744291997,0.016666665763308452,0.01666666570634435,0.01666666494646333,0.016666665061681362,0.016666665136592748,0.016666665295734216,0.01666666586458792,0.016666666214313192,0.01666666620146816,0.016666666214060072,0.016666666184730904,0.01666666621077898,0.01666666628869789,0.01666666625074064,0.02222728277892599,0.02222601118019942,0.022225160798321954,0.02222483268201742,0.022224862315752703,0.02222415517342094,0.02222369958466408,0.02222314775396104
533,0.005555555555555556,0.005555555555555559,0.01667387833443937,0.016674882109568342,0.016673148096666895,0.01667252974772606,0.016670885633000686,0.01667007396777889,0.01666965574566128,0.011114004667698121,0.0111128966047582,0.011113022846882049,0.011112620514096236,0.011112448045359668,0.01111223749751174,0.01111206254045146,0.011111916238247473,0.011111714448740456,0.01111167660655553,0.011111519170608583,0.011111447549635412,0.011111353451084086,0.01111132701578723,0.01111130488668751,0.011111257767842697,0.011111242152465041,0.011111174739351817,0.011111170862391733,0.011111158835721932,0.011111149004466372,0.011111156528412788,0.011111133743995177,0.011111130144316306,0.011111123566294751
534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,0.01111111054417606,0.01111110997705524,0.011111109989704524,0.011111110029974237,0.01111111016502232,0.011111110174457128,0.011111110137171943,0.022230258417865106,0.02222924623917262,0.02222870771443437,0.022226215718453592,0.022226550631581774,0.022225616369745578,0.022225219265114605,0.022224569564854708,0.022224217457106208,0.022223918723525745,0.022223493329946057,0.022223525616119382,0.022223218337569874,0.02222303838158647,0.022222803537194212,0.02222274039418438,0.022222697199839433,0.022222587658184575,0.022222547135367532,0.02222240508436313,0.022222385984734742,0.022222352199758023,0.02222232785936024,0.02222234438147122,0.022222288191449932,0.02222227658351291,0.02222225745805655
542,0.011111169106342566,0.011111174998863705,0.0111111658057012,0.01111116299161967,0.011111150170054745,0.011111144853727932,0.011111138419729721,0.011111130768973666,0.011111128686884039,0.011111132862310033,0.011111124679265155,0.011111124744188267,0.011111122263350124,0.011111121147267018,0.011111123452488514,0.011111121198014058,0.011111119434974726,0.011111117350087166,0.01111111478141035,0.01111111307690425,0.011111112784780964,0.011111112388320004,0.011111112245318308,0.011111112023177015,0.011111111744686656,0.011111111691481016,0.011111111242187822,0.011111111268420378,0.011111111240818783,0.011111111202304427,0.01111111124246692,0.01111111115426549,0.011111111151355544,0.01111111113871666
543,0.016669077662065112,0.01666863060600868,0.01666835851970609,0.01666847561404362,0.01666807087270519,0.016667916822177328,0.016667603609642596,0.01666739381129414,0.01666730876934518,0.016667343416435536,0.016667085833052618,0.01666710570565586,0.016667017588124982,0.01666697920648387,0.01666696682272817,0.016666917329846438,0.016666876948610992,0.016666824260411064,0.016666792374822926,0.01666674848251661,0.016666734877325368,0.016666716792230866,0.016666711274876806,0.016666705209088018,0.016666694984222113,0.016666692188331216,0.011111120618369925,0.011111120830544288,0.011111118960327203,0.011111117086447483,0.011111118743745405,0.011111114403730122,0.011111113981065492,0.011111113020128939
544,0.016666666666667405,0.016666666666672207,0.016666666666671225,0.01666666666666869,0.01666666666666792,0.01666666666666756,0.016666666666667846,0.016666666666667194,0.016666666666667176,0.016666666666668415,0.016666666666667808,0.016666666666667548,0.0166666666666675,0.016666666666667468,0.016666666666671413,0.016666666666670053,0.016666666666669182,0.016666666666668554,0.016666666666666826,0.01666666666666669,0.01666666666666669,0.01666666666666669,0.016666666666666687,0.016666666666666677,0.01666666666666667,0.01666666666666667,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.02222805523219361,0.022226775532039424,0.022225647420647206,0.022224352543247127
545,0.016670184395283453,0.016669242531407183,0.016668890553700137,0.016669147120069536,0.016668613038115496,0.016668418018203412,0.01666794411076195,0.01666768474454436,0.016667561741533988,0.01666755803908139,0.016667217382783303,0.01666725201352955,0.01666713071626729,0.01666707844482856,0.016667029048503545,0.016666971598807194,0.016666923958938273,0.016666859474136143,0.016666837936801845,0.01666678607844879,0.016666765484490708,0.01666673832058513,0.01666673047975972,0.016666723218105008,0.01666670904561984,0.011111149089055689,0.011111127992889672,0.011111127419385906,0.01111112418478858,0.01111112134696204,0.011111123642338405,0.01111111706272802,0.011111116176232769,0.011111114443757092
546,0.016666381455839503,0.016666371741695055,0.016666369135609132,0.011111111043239377,0.011111111053171523,0.011111111055310693,0.011111111048885928,0.011111111064917547,0.011111111061078401,0.0111111110128855,0.011111111038600623,0.011111111034369897,0.011111111034785424,0.011111111029356349,0.011111110932262063,0.005555555555667176,0.005555555555641064,0.011113937505847497,0.01111457721736225,0.011114081661347591,0.011113515279320902,0.011112786072092349,0.011112606121245,0.011112540671301055,0.01111224790677947,0.01111211236450479,0.011111867266266102,0.011111727461519222,0.011111594436100125,0.011111522766910395,0.011111554824761326,0.011111392327481595,0.01111133389143327,0.011111252979964141
547,0.027777705001919343,0.022222146096483018,0.022222138145793463,0.02222211150905275,0.022222113968261056,0.022222103768828737,0.022222112275671585,0.022222117742536997,0.022222110656185085,0.022222083506180913,0.022222117761122397,0.022222090530341382,0.022222097076094006,0.022222090603518242,0.022222082700553262,0.022222084661912708,0.022222085851548147,0.0222221031637922,0.022222092818687027,0.022222110759151165,0.02222211220122032,0.022222127756467234,0.022222121832427538,0.02222630810173739,0.02222552346771505,0.022225094095678865,0.022224828748666936,0.022224206628697413,0.022223751050194702,0.022223549839006276,0.02222356869625845,0.022223155161555073,0.022222926043932875,0.02222265185558218
548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,0.0277750336384534,0.02777539725055386,0.02777536346653779,0.027774612682405594,0.027774806429885883,0.027774596164215255,0.027775066665501356,0.027775138516860535,0.02777504583492079,0.027774828386833778,0.027775597044521677,0.027774945418223458,0.027775159719268888,0.027775073408244297,0.02777545988371739,0.027775475873936858,0.027775488090508282,0.027775820029575148,0.02777506575501515,0.02777499817475713,0.027775089842929715,0.027775596889476107,0.027775467592965307,0.02777511146686172,0.02777518357724429,0.027775062723081036,0.02777471588939022,0.027774948728462742,0.02777508932917027,0.027774836734253527,0.027774255814798983,0.027774382631628285,0.02777461950067812,0.03333527025512992
